"Name","Modified Time","Change Time","Access Time","Created Time","Size","Flags(Dir)","Flags(Meta)","Known","Location","MD5 Hash","MIME Type","Extension"
"amd64_microsoft-windows-s..mponent-sku-starter_31bf3856ad364e35_6.1.7601.17514_none_c326f18ef45183dd","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..mponent-sku-starter_31bf3856ad364e35_6.1.7601.17514_none_c326f18ef45183dd","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..mpropertieshardware_31bf3856ad364e35_6.1.7600.16385_none_9cef76e6ecab612f","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..mpropertieshardware_31bf3856ad364e35_6.1.7600.16385_none_9cef76e6ecab612f","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..nager-adm.resources_31bf3856ad364e35_6.1.7600.16385_en-us_332aab6270130479","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..nager-adm.resources_31bf3856ad364e35_6.1.7600.16385_en-us_332aab6270130479","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..nent-sku-enterprise_31bf3856ad364e35_6.1.7601.17514_none_a381bd793c2342fb","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..nent-sku-enterprise_31bf3856ad364e35_6.1.7601.17514_none_a381bd793c2342fb","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..nent-sku-enterprise_31bf3856ad364e35_6.1.7601.17514_none_a381bd793c2342fb","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..nent-sku-enterprise_31bf3856ad364e35_6.1.7601.17514_none_a381bd793c2342fb","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..nt-sku-professional_31bf3856ad364e35_6.1.7601.17514_none_a8ea294e63b19921","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..nt-sku-professional_31bf3856ad364e35_6.1.7601.17514_none_a8ea294e63b19921","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..omponent-pkeyconfig_31bf3856ad364e35_6.1.7601.17514_none_a9353efdf9359151","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..omponent-pkeyconfig_31bf3856ad364e35_6.1.7601.17514_none_a9353efdf9359151","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..on-client.resources_31bf3856ad364e35_6.1.7600.16385_en-us_0f73f29ae2cdda7d","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..on-client.resources_31bf3856ad364e35_6.1.7600.16385_en-us_0f73f29ae2cdda7d","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..onent-sku-homebasic_31bf3856ad364e35_6.1.7601.17514_none_72e5d6599810df7b","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..onent-sku-homebasic_31bf3856ad364e35_6.1.7601.17514_none_72e5d6599810df7b","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..ontroller.resources_31bf3856ad364e35_6.1.7600.16385_en-us_c5f238be3fa63468","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..ontroller.resources_31bf3856ad364e35_6.1.7600.16385_en-us_c5f238be3fa63468","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..opertiesperformance_31bf3856ad364e35_6.1.7600.16385_none_b6cb9ed71c8b43d5","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..opertiesperformance_31bf3856ad364e35_6.1.7600.16385_none_b6cb9ed71c8b43d5","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..oundthemes-heritage_31bf3856ad364e35_6.1.7600.16385_none_5872c0830d0c4747","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..oundthemes-heritage_31bf3856ad364e35_6.1.7600.16385_none_5872c0830d0c4747","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..p-service.resources_31bf3856ad364e35_6.1.7600.16385_en-us_ae815d1cbf3e5aa2","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..p-service.resources_31bf3856ad364e35_6.1.7600.16385_en-us_ae815d1cbf3e5aa2","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"Security-SPP-Component-SKU-Ultimate-OEM-SLPCOA1-ul-phn.xrm-ms","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..ponent-sku-ultimate_31bf3856ad364e35_6.1.7601.17514_none_f7e6a2aa970662b7/Security-SPP-Component-SKU-Ultimate-OEM-SLPCOA1-ul-phn.xrm-ms","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","xrm-ms"
"Security-SPP-Component-SKU-Ultimate-RETAIL3-ul-phn.xrm-ms","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..ponent-sku-ultimate_31bf3856ad364e35_6.1.7601.17514_none_f7e6a2aa970662b7/Security-SPP-Component-SKU-Ultimate-RETAIL3-ul-phn.xrm-ms","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","xrm-ms"
"amd64_microsoft-windows-s..providers.resources_31bf3856ad364e35_6.1.7600.16385_en-us_b8187b56ded6d66d","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..providers.resources_31bf3856ad364e35_6.1.7600.16385_en-us_b8187b56ded6d66d","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..resourcemanager-adm_31bf3856ad364e35_6.1.7600.16385_none_f1eab87a7a638b12","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..resourcemanager-adm_31bf3856ad364e35_6.1.7600.16385_none_f1eab87a7a638b12","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..sktopini-sendtouser_31bf3856ad364e35_6.1.7600.16385_none_64398328adc9c59d","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..sktopini-sendtouser_31bf3856ad364e35_6.1.7600.16385_none_64398328adc9c59d","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..ssmanager.resources_31bf3856ad364e35_6.1.7600.16385_en-us_df658d4857ad8da5","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..ssmanager.resources_31bf3856ad364e35_6.1.7600.16385_en-us_df658d4857ad8da5","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..tartup-filterdriver_31bf3856ad364e35_6.1.7601.17514_none_8caa7ceaf68d37de","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..tartup-filterdriver_31bf3856ad364e35_6.1.7601.17514_none_8caa7ceaf68d37de","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..trics-sensoradapter_31bf3856ad364e35_6.1.7600.16385_none_6fa6b9c88f2a3ba1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..trics-sensoradapter_31bf3856ad364e35_6.1.7600.16385_none_6fa6b9c88f2a3ba1","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..ty-syskey.resources_31bf3856ad364e35_6.1.7600.16385_en-us_18de188fa98ca8e3","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..ty-syskey.resources_31bf3856ad364e35_6.1.7600.16385_en-us_18de188fa98ca8e3","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..urationengineclient_31bf3856ad364e35_6.1.7601.17514_none_9633e7caefbaf953","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..urationengineclient_31bf3856ad364e35_6.1.7601.17514_none_9633e7caefbaf953","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-s..y-spp-plugin-common_31bf3856ad364e35_6.1.7601.17514_none_2136d8ac9cfcea8b","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-s..y-spp-plugin-common_31bf3856ad364e35_6.1.7601.17514_none_2136d8ac9cfcea8b","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-scavenge-space_31bf3856ad364e35_6.1.7601.17514_none_1b683337cabdc91a","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-scavenge-space_31bf3856ad364e35_6.1.7601.17514_none_1b683337cabdc91a","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-searchdiagnostic_31bf3856ad364e35_6.1.7600.16385_none_8d9dc2260d0e1a98","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-searchdiagnostic_31bf3856ad364e35_6.1.7600.16385_none_8d9dc2260d0e1a98","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-securestartup-core_31bf3856ad364e35_6.1.7601.17514_none_9300ab5808be8313","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-securestartup-core_31bf3856ad364e35_6.1.7601.17514_none_9300ab5808be8313","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-securestartup-wmi_31bf3856ad364e35_6.1.7600.16385_none_bc7747799f002109","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-securestartup-wmi_31bf3856ad364e35_6.1.7600.16385_none_bc7747799f002109","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-security-negoexts_31bf3856ad364e35_6.1.7600.16385_none_1434ded81321974b","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-security-negoexts_31bf3856ad364e35_6.1.7600.16385_none_1434ded81321974b","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-security-spp-clientext_31bf3856ad364e35_6.1.7600.16385_none_28bbe77bcacffbe4","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-security-spp-clientext_31bf3856ad364e35_6.1.7600.16385_none_28bbe77bcacffbe4","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-security-spp-wga_31bf3856ad364e35_6.1.7601.17514_none_5d778f71b9f4fd55","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-security-spp-wga_31bf3856ad364e35_6.1.7601.17514_none_5d778f71b9f4fd55","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-security-tools-setspn_31bf3856ad364e35_6.1.7600.16385_none_dbfa9310f7d4d925","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-security-tools-setspn_31bf3856ad364e35_6.1.7600.16385_none_dbfa9310f7d4d925","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-sens-service.resources_31bf3856ad364e35_6.1.7600.16385_en-us_7136d5a73bb63d77","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-sens-service.resources_31bf3856ad364e35_6.1.7600.16385_en-us_7136d5a73bb63d77","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"aero_nesw.cur","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shell-cursors_31bf3856ad364e35_6.1.7600.16385_none_a72c807474764763/aero_nesw.cur","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","cur"
"aero_unavail.cur","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shell-cursors_31bf3856ad364e35_6.1.7600.16385_none_a72c807474764763/aero_unavail.cur","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","cur"
"amd64_microsoft-windows-services-svchost_31bf3856ad364e35_6.1.7600.16385_none_11b04b481efec48c","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-services-svchost_31bf3856ad364e35_6.1.7600.16385_none_11b04b481efec48c","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-setup-adm.resources_31bf3856ad364e35_6.1.7600.16385_en-us_c828af53234803e8","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-setup-adm.resources_31bf3856ad364e35_6.1.7600.16385_en-us_c828af53234803e8","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-setupapi_31bf3856ad364e35_6.1.7601.17514_none_931b5f1fdcdd6496","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-setupapi_31bf3856ad364e35_6.1.7601.17514_none_931b5f1fdcdd6496","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-sharedaccess.resources_31bf3856ad364e35_6.1.7600.16385_en-us_0af98f1835676d1b","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-sharedaccess.resources_31bf3856ad364e35_6.1.7600.16385_en-us_0af98f1835676d1b","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"busy_im.cur","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shell-acccursors_31bf3856ad364e35_6.1.7600.16385_none_406675269603c3b4/busy_im.cur","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","cur"
"help_r.cur","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shell-acccursors_31bf3856ad364e35_6.1.7600.16385_none_406675269603c3b4/help_r.cur","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","cur"
"pen_il.cur","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shell-acccursors_31bf3856ad364e35_6.1.7600.16385_none_406675269603c3b4/pen_il.cur","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","cur"
"size2_m.cur","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shell-acccursors_31bf3856ad364e35_6.1.7600.16385_none_406675269603c3b4/size2_m.cur","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","cur"
"amd64_microsoft-windows-shell-cursors_31bf3856ad364e35_6.1.7600.16385_none_a72c807474764763","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shell-cursors_31bf3856ad364e35_6.1.7600.16385_none_a72c807474764763","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-shell-wallpaper-scenes_31bf3856ad364e35_6.1.7600.16385_none_a4393b1a254aeaee","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shell-wallpaper-scenes_31bf3856ad364e35_6.1.7600.16385_none_a4393b1a254aeaee","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-shimgvw_31bf3856ad364e35_6.1.7601.17514_none_754be820df4777a8","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shimgvw_31bf3856ad364e35_6.1.7601.17514_none_754be820df4777a8","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-shunimpl_31bf3856ad364e35_6.1.7601.17514_none_b3bc7baa4af52181","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-shunimpl_31bf3856ad364e35_6.1.7601.17514_none_b3bc7baa4af52181","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-sideshow-adm.resources_31bf3856ad364e35_6.1.7600.16385_en-us_0ff3fe4ac4dbf295","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-sideshow-adm.resources_31bf3856ad364e35_6.1.7600.16385_en-us_0ff3fe4ac4dbf295","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-slc-component-sku-ocur_31bf3856ad364e35_6.1.7601.17514_none_76739fec84fbcaeb","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-slc-component-sku-ocur_31bf3856ad364e35_6.1.7601.17514_none_76739fec84fbcaeb","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-smbhelperclasses_31bf3856ad364e35_6.1.7600.16385_none_46321726efd38801","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-smbhelperclasses_31bf3856ad364e35_6.1.7600.16385_none_46321726efd38801","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-smbserver_31bf3856ad364e35_6.1.7601.17514_none_571aee68017b07d2","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-smbserver_31bf3856ad364e35_6.1.7601.17514_none_571aee68017b07d2","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-snmp-mgmt-api_31bf3856ad364e35_6.1.7600.16385_none_47815118cd38388a","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-snmp-mgmt-api_31bf3856ad364e35_6.1.7600.16385_none_47815118cd38388a","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-sonic-directshowtap_31bf3856ad364e35_6.1.7601.17514_none_039bc6666639d183","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-sonic-directshowtap_31bf3856ad364e35_6.1.7601.17514_none_039bc6666639d183","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-sonic-symphonypal_31bf3856ad364e35_6.1.7600.16385_none_cd66bc3541f90a26","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-sonic-symphonypal_31bf3856ad364e35_6.1.7600.16385_none_cd66bc3541f90a26","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-sonic-tables-2cb1_31bf3856ad364e35_6.1.7600.16385_none_c46717b27e0b6726","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-sonic-tables-2cb1_31bf3856ad364e35_6.1.7600.16385_none_c46717b27e0b6726","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-sonic-tables-alloc_0_31bf3856ad364e35_6.1.7600.16385_none_aa70146e4305f280","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-sonic-tables-alloc_0_31bf3856ad364e35_6.1.7600.16385_none_aa70146e4305f280","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-soundrec-adm.resources_31bf3856ad364e35_6.1.7600.16385_en-us_c66b3d818988d0f8","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-soundrec-adm.resources_31bf3856ad364e35_6.1.7600.16385_en-us_c66b3d818988d0f8","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-spfileq_31bf3856ad364e35_6.1.7600.16385_none_d0dbc7d4d96f516f","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-spfileq_31bf3856ad364e35_6.1.7600.16385_none_d0dbc7d4d96f516f","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"amd64_microsoft-windows-sqmapi_31bf3856ad364e35_6.1.7601.17514_none_5c63b87c1b6dc7ec","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Windows/winsxs/amd64_microsoft-windows-sqmapi_31bf3856ad364e35_6.1.7601.17514_none_5c63b87c1b6dc7ec","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
