"Name","Modified Time","Change Time","Access Time","Created Time","Size","Flags(Dir)","Flags(Meta)","Known","Location","MD5 Hash","MIME Type","Extension"
"System.Data.Entity.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Reference Assemblies/Microsoft/Framework/v3.5/System.Data.Entity.dll","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","dll"
"nb.lproj","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Apple Software Update/SoftwareUpdate.Resources/nb.lproj","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","lproj"
"ko.lproj","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Bonjour/Bonjour.Resources/ko.lproj","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","lproj"
"it.lproj","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/AVFoundationCF.resources/it.lproj","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","lproj"
"es.lproj","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/CFNetwork.resources/es.lproj","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","lproj"
"ru.lproj","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/CFNetwork.resources/ru.lproj","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","lproj"
"ColorSync.resources","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/ColorSync.resources","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","resources"
"libdispatch.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/libdispatch.dll","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","dll"
"es.lproj","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/MediaAccessibility.resources/es.lproj","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","lproj"
"pthreadVC2.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/pthreadVC2.dll","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","dll"
"fi.lproj","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/fi.lproj","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","lproj"
"AuditResultView.js","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/AuditResultView.js","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","js"
"buildSystemOnly.js","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/buildSystemOnly.js","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","js"
"ConsoleView.js","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/ConsoleView.js","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","js"
"DOMAgent.js","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/DOMAgent.js","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","js"
"ElementsPanelDescriptor.js","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/ElementsPanelDescriptor.js","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","js"
"helpScreen.css","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/helpScreen.css","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","css"
"database.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/Images/database.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"domain.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/Images/domain.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"popoverArrows.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/Images/popoverArrows.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"scriptsSilhouette.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/Images/scriptsSilhouette.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"segmentHoverEnd.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/Images/segmentHoverEnd.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"splitviewDimple.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/Images/splitviewDimple.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"treeRightTriangleWhite.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/Images/treeRightTriangleWhite.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"ObjectPopoverHelper.js","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/ObjectPopoverHelper.js","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","js"
"PresentationConsoleMessageHelper.js","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/PresentationConsoleMessageHelper.js","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","js"
"ScriptsNavigator.js","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/ScriptsNavigator.js","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","js"
"TimelineOverviewPane.js","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/WebKit.resources/inspector/TimelineOverviewPane.js","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","js"
"Generic XYZ Profile.icc","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Common Files/Apple/Apple Application Support/ColorSync.resources/Profiles/Generic XYZ Profile.icc","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","icc"
"hi.pak","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Google/Chrome/Application/41.0.2272.101/Locales/hi.pak","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","pak"
"ko","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Google/Drive/Languages/ko","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"goopdateres_fr.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Google/Update/1.3.26.9/goopdateres_fr.dll","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","dll"
"goopdateres_nl.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Google/Update/1.3.26.9/goopdateres_nl.dll","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","dll"
"DatabaseCompare_f_col.hxk","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Microsoft Office/Office15/DCF/en/DatabaseCompare_f_col.hxk","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","hxk"
"Infragistics2.Win.UltraWinTabControl.v11.1.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Microsoft Office/Office15/DCF/Infragistics2.Win.UltraWinTabControl.v11.1.dll","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","dll"
"Microsoft.Office.Interop.Excel.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Microsoft Office/Office15/DCF/Microsoft.Office.Interop.Excel.dll","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","dll"
"SpreadsheetIQ.ExcelAddIn.dll","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Microsoft Office/Office15/DCF/SpreadsheetIQ.ExcelAddIn.dll","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","dll"
"flower_settings.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Clock.Gadget/images/flower_settings.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"settings_box_right.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Clock.Gadget/images/settings_box_right.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"settings_right_pressed.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Clock.Gadget/images/settings_right_pressed.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"25.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Weather.Gadget/images/25.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"44.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Weather.Gadget/images/44.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"btn_search_up.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Weather.Gadget/images/btn_search_up.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"docked_black_moon-last-quarter_partly-cloudy.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Weather.Gadget/images/docked_black_moon-last-quarter_partly-cloudy.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"docked_black_thunderstorm.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Weather.Gadget/images/docked_black_thunderstorm.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"notConnectedStateIcon.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Weather.Gadget/images/notConnectedStateIcon.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"undocked_black_moon-new.png","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Program Files (x86)/Windows Sidebar/Gadgets/Weather.Gadget/images/undocked_black_moon-new.png","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","png"
"Favicons-journal","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Local/Google/Chrome/User Data/Default/Favicons-journal","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"7267.tmp~RFb7242.TMP","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Local/Google/Chrome/User Data/Default/JumpListIcons/7267.tmp~RFb7242.TMP","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","tmp"
"7268.tmp","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Local/Google/Chrome/User Data/Default/JumpListIcons/7268.tmp","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","tmp"
"Session Storage","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Local/Google/Chrome/User Data/Default/Session Storage","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"GreenBubbles.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Local/Microsoft/Windows Mail/Stationery/GreenBubbles.jpg","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","jpg"
"OrangeCircles.jpg","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Local/Microsoft/Windows Mail/Stationery/OrangeCircles.jpg","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","jpg"
"WMSDKNS.XML.bak","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Local/Microsoft/Windows Media/12.0/WMSDKNS.XML.bak","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","bak"
"~usic.tmp","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Roaming/Microsoft/Windows/Libraries/~usic.tmp","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","tmp"
"prf952C.tmp","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/prf952C.tmp","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","tmp"
"prf952D.tmp","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/admin11/AppData/Roaming/Microsoft/Windows/Start Menu/Programs/Accessories/Accessibility/prf952D.tmp","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream","tmp"
"f_000010","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000010","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000011","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000011","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000012","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000012","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00001e","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00001e","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000026","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000026","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000027","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000027","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000036","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000036","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00003a","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00003a","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00003d","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00003d","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00003e","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00003e","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000047","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000047","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00004d","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00004d","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000051","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000051","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000052","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000052","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000058","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000058","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000065","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000065","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000066","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000066","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00006f","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00006f","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_000079","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_000079","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00007a","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00007a","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00007b","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00007b","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00008d","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00008d","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00008e","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00008e","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_00009a","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_00009a","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
"f_0000a3","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0","Unallocated","","unknown","/img_Practica1.dd/vol_vol3/Users/informant/AppData/Local/Google/Chrome/User Data/Default/Cache/f_0000a3","d41d8cd98f00b204e9800998ecf8427e","application/octet-stream",""
